total_pop,PLACEFP,white_pop,native_pop,pi_pop,black_pop,asian_pop,hispanic_pop,unknown_pop,poc_pop,white_pop_pct,native_pop_pct,pi_pop_pct,black_pop_pct,asian_pop_pct,hispanic_pop_pct,unknown_pop_pct,poc_pop_pct
4632.0,07652,3749.0,15.0,0.0,38.0,80.0,409.0,341.0,883.0,0.8093696027633851,,,,,,,
752.0,07694,374.0,0.0,0.0,0.0,0.0,257.0,121.0,378.0,,,,,,,,0.5026595744680851
98.0,07750,67.0,0.0,0.0,0.0,0.0,20.0,11.0,31.0,,,,,,,,
7247.0,07848,3147.0,0.0,0.0,0.0,55.0,3813.0,232.0,4100.0,0.43424865461570306,,,,,0.5261487512073961,,0.5657513453842969
788.0,07946,310.0,0.0,0.0,24.0,285.0,160.0,9.0,478.0,0.3934010152284264,,,,0.3616751269035533,0.20304568527918782,,0.6065989847715736
112.0,07974,76.0,0.0,0.0,0.0,0.0,36.0,0.0,36.0,,,,,,,,
27283.0,08058,3030.0,110.0,0.0,69.0,511.0,23351.0,212.0,24253.0,0.11105816809001942,,,,,0.8558809515082653,,0.8889418319099806
47469.0,08100,16810.0,17.0,15.0,777.0,13142.0,14197.0,2511.0,30659.0,0.3541258505550991,,,,0.276854368113927,0.29907939918683774,0.052897680591543955,0.6458741494449008
65208.0,08142,27519.0,179.0,145.0,5020.0,10001.0,17700.0,4644.0,37689.0,0.4220187707029812,,,0.07698441908968225,0.1533707520549626,0.2714390872285609,0.07121825542878174,0.5779812292970188
4757.0,08172,163.0,0.0,0.0,16.0,11.0,4433.0,134.0,4594.0,,,,,,0.9318898465419382,,0.9657347067479504
303.0,08240,127.0,27.0,0.0,0.0,1.0,147.0,1.0,176.0,,0.0891089108910891,,,,,,
4692.0,08310,2011.0,0.0,15.0,1.0,1454.0,840.0,371.0,2681.0,0.4286018755328218,,,,0.30988917306052854,,,0.5713981244671782
