PLACEFP,NAME,native_incidents,asian_incidents,black_incidents,hispanic_incidents,pi_incidents,unknown_incidents,white_incidents,total_incidents,poc_incidents,native_incidents_pct,asian_incidents_pct,black_incidents_pct,hispanic_incidents_pct,pi_incidents_pct,unknown_incidents_pct,white_incidents_pct,poc_incidents_pct,total_pop,white_pop,native_pop,pi_pop,black_pop,asian_pop,hispanic_pop,unknown_pop,poc_pop,white_pop_pct,native_pop_pct,pi_pop_pct,black_pop_pct,asian_pop_pct,hispanic_pop_pct,unknown_pop_pct,poc_pop_pct,native_likelihood_vs_white,asian_likelihood_vs_white,black_likelihood_vs_white,hispanic_likelihood_vs_white,pi_likelihood_vs_white,unknown_likelihood_vs_white,poc_likelihood_vs_white
13966,Clearlake Oaks,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2198.0,1581.0,0.0,0.0,24.0,22.0,332.0,239.0,617.0,0.7192902638762512,,,,,,,,,,,,,,
14190,Cloverdale,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,8886.0,5109.0,6.0,0.0,28.0,60.0,3333.0,350.0,3777.0,0.574949358541526,,,,,0.37508440243079,,0.425050641458474,,,,,,,
14218,Clovis,0,0,0,0,0,0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,124725.0,56150.0,699.0,151.0,2218.0,16591.0,42141.0,6775.0,68575.0,0.4501904189216276,,,0.0177831228703146,0.1330206454199238,0.3378713168971737,0.054319502906394,0.5498095810783724,,,,,,,
14260,Coachella,0,0,0,3,0,0,0,3,3,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,43307.0,504.0,18.0,43.0,98.0,69.0,42066.0,509.0,42803.0,,,,,,0.9713441245064308,,0.9883621585424988,,,,,,,
14274,Coalinga,0,0,1,0,0,0,0,1,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,17203.0,4009.0,123.0,61.0,812.0,671.0,11099.0,428.0,13194.0,0.2330407487066209,,,0.047201069580887,0.0390048247398709,0.6451781665988491,0.0248793815032261,0.766959251293379,,,,,,,
14498,Colfax,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2407.0,1913.0,0.0,0.0,0.0,35.0,244.0,215.0,494.0,0.7947652679684254,,,,,,,,,,,,,,
14890,Colton,0,0,0,2,0,0,1,3,2,0.0,0.0,0.0,66.66666666666666,0.0,0.0,33.33333333333333,66.66666666666666,53772.0,5144.0,77.0,447.0,4023.0,2064.0,40430.0,1587.0,48628.0,0.0956631704232686,,,0.0748158893104217,0.0383842892211559,0.7518783009744848,0.029513501450569,0.9043368295767312,,,,,,,
14974,Commerce,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,11993.0,104.0,0.0,0.0,60.0,101.0,11629.0,99.0,11889.0,,,,,,0.9696489618944384,,0.9913282748269824,,,,,,,
15044,Compton,0,0,5,8,0,0,0,13,13,0.0,0.0,38.46153846153847,61.53846153846154,0.0,0.0,0.0,100.0,92698.0,563.0,9.0,12.0,21933.0,1061.0,67618.0,1502.0,92135.0,0.0060734859436018,,,0.2366070465382209,,0.7294440009493193,0.0162031543291117,0.9939265140563982,0.0,0.0,20.0,20.0,0.0,0.0,20.0
16000,Concord,0,0,0,1,0,0,4,5,1,0.0,0.0,0.0,20.0,0.0,0.0,80.0,20.0,124035.0,51595.0,92.0,268.0,4596.0,17044.0,40217.0,10223.0,72440.0,0.4159712984238319,,,0.0370540573225299,0.1374128270246301,0.3242391260531301,0.0824202845970895,0.584028701576168,0.0,0.0,0.0,0.32072879628018003,0.0,0.0,0.1780611540585312
16350,Corona,0,0,2,4,0,0,2,8,6,0.0,0.0,25.0,50.0,0.0,0.0,25.0,75.0,159670.0,48488.0,331.0,414.0,7861.0,18460.0,76775.0,7341.0,111182.0,0.3036763324356485,,,0.0492327926348092,0.1156134527462892,0.4808354731633995,0.0459760756560405,0.6963236675643515,0.0,0.0,6.168171988296654,1.263119505047216,0.0,0.0,1.3083412782644674
16434,Corralitos,0,0,0,0,1,0,0,1,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,1884.0,1081.0,0.0,0.0,0.0,0.0,737.0,66.0,803.0,0.5737791932059448,,,,,,,,,,,,,,
16532,Costa Mesa,0,0,0,0,0,1,1,2,1,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,110330.0,52376.0,127.0,679.0,1915.0,8954.0,40414.0,5865.0,57954.0,0.4747212906734342,,,0.0173570198495422,0.0811565304087736,0.3663010967098704,0.0531587057010785,0.5252787093265657,,,,,,,
16623,Cottonwood,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,3107.0,89.0,0.0,0.0,653.0,0.0,2246.0,119.0,3018.0,,,,,,0.7228838107499196,,0.971355004827808,,,,,,,
16630,Cottonwood,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,7408.0,5665.0,37.0,0.0,172.0,329.0,750.0,455.0,1743.0,0.7647138228941684,,,,,,,0.2352861771058315,,,,,,,
16651,Country Club,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,10161.0,3069.0,5.0,13.0,346.0,630.0,5791.0,307.0,7092.0,0.3020372010628875,,,,0.0620017714791851,0.569924220057081,,0.6979627989371124,,,,,,,
16742,Covina,0,0,0,2,0,0,0,2,2,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,49888.0,9588.0,44.0,102.0,2100.0,6681.0,29626.0,1747.0,40300.0,0.1921905067350865,,,0.0420942912123155,0.1339199807568954,0.5938502245028865,0.0350184413085311,0.8078094932649134,,,,,,,
17022,Crescent City,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,6046.0,3043.0,146.0,41.0,604.0,82.0,1667.0,463.0,3003.0,0.5033079722130334,,,0.0999007608336089,,0.2757194839563348,,0.4966920277869666,,,,,,,
17162,Crestline,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,9835.0,6163.0,14.0,0.0,255.0,104.0,2759.0,540.0,3672.0,0.6266395526182003,,,,,0.280528723945094,,0.3733604473817997,,,,,,,
17498,Cudahy,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,22087.0,516.0,0.0,0.0,83.0,26.0,21440.0,22.0,21571.0,,,,,,0.9707067505772626,,0.976637841264092,,,,,,,
17568,Culver City,0,0,0,2,0,0,3,5,2,0.0,0.0,0.0,40.0,0.0,0.0,60.0,40.0,39931.0,17895.0,40.0,83.0,2654.0,7910.0,7968.0,3381.0,22036.0,0.4481480553955573,,,0.0664646515238786,0.1980917081966392,0.1995442137687511,0.0846710575743157,0.5518519446044426,0.0,0.0,0.0,1.497238955823293,0.0,0.0,0.5413868215647123
17722,Cutten,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,3550.0,2881.0,103.0,0.0,20.0,152.0,265.0,129.0,669.0,0.8115492957746478,,,,,,,,,,,,,,
17918,Daly City,0,0,2,0,0,0,1,3,2,0.0,0.0,66.66666666666666,0.0,0.0,0.0,33.33333333333333,66.66666666666666,101964.0,12144.0,213.0,932.0,2568.0,60378.0,20897.0,4832.0,89820.0,0.1191008591267506,,,0.0251853595386607,0.5921501706484642,0.2049448825075517,0.0473892746459534,0.8808991408732494,,,,,,,
17988,Danville,0,0,1,0,1,0,0,2,2,0.0,0.0,50.0,0.0,50.0,0.0,0.0,100.0,43401.0,26949.0,0.0,0.0,200.0,9186.0,4102.0,2964.0,16452.0,0.62093039330891,,,,0.211654109352319,0.0945139512914449,0.0682933572959148,0.3790696066910901,,,,,,,
18100,Davis,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,66978.0,33413.0,120.0,240.0,1467.0,16223.0,10128.0,5387.0,33565.0,0.4988652990534205,,,0.0219027143241064,0.242213861267879,0.1512138314073277,0.0804293947266266,0.5011347009465795,,,,,,,
18394,Delano,0,0,0,4,0,0,0,4,4,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,51679.0,2554.0,111.0,40.0,2349.0,6636.0,39404.0,585.0,49125.0,0.0494204609222314,,,0.0454536658991079,0.1284080574314518,0.7624760541032141,0.0113198784806207,0.9505795390777684,,,,,,,
18464,Delhi,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,11009.0,1892.0,21.0,34.0,0.0,378.0,8555.0,129.0,9117.0,0.1718593877736397,,,,,0.7770914706149514,,0.8281406122263603,,,,,,,
18506,Del Mar,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,3903.0,3337.0,0.0,0.0,84.0,108.0,155.0,219.0,566.0,0.8549833461439919,,,,,,,0.1450166538560082,,,,,,,
18986,Desert Edge,0,0,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,3778.0,2411.0,0.0,0.0,72.0,140.0,1074.0,81.0,1367.0,0.6381683430386448,,,,,0.2842773954473266,,0.3618316569613552,,,,,,,
18996,Desert Hot Springs,0,0,0,1,0,0,1,2,1,0.0,0.0,0.0,50.0,0.0,0.0,50.0,50.0,33200.0,7066.0,110.0,213.0,2963.0,463.0,21110.0,1275.0,26134.0,0.2128313253012048,,,0.0892469879518072,,0.6358433734939759,0.0384036144578313,0.7871686746987951,,,,,,,
19192,Diamond Bar,0,1,0,0,0,0,0,1,1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,53355.0,6276.0,290.0,155.0,1603.0,33316.0,9291.0,2424.0,47079.0,0.1176272139443351,,,0.0300440446068784,0.6244213288351607,0.1741355074500984,0.0454315434354793,0.8823727860556649,,,,,,,
19318,Dinuba,0,0,0,1,0,0,1,2,1,0.0,0.0,0.0,50.0,0.0,0.0,50.0,50.0,25475.0,2320.0,33.0,20.0,57.0,337.0,22255.0,453.0,23155.0,0.0910696761530912,,,,,0.8736015701668303,,0.9089303238469087,,,,,,,
19339,Discovery Bay,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,14911.0,8287.0,14.0,78.0,1226.0,1037.0,2861.0,1408.0,6624.0,0.5557642009254913,,,,,0.1918717725169338,0.0944269331366105,0.4442357990745088,,,,,,,
19402,Dixon,0,0,1,0,0,0,0,1,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,19683.0,8736.0,0.0,3.0,626.0,794.0,8497.0,1027.0,10947.0,0.443834781283341,,0.0001524157902758,,0.0403393791596809,0.4316923233246964,,0.556165218716659,,,,,,,
19612,Dos Palos,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,5765.0,981.0,2.0,0.0,64.0,259.0,4068.0,391.0,4784.0,0.1701647875108412,,,,,0.7056374674761492,,0.8298352124891587,,,,,,,
19724,Douglas City,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1060.0,928.0,0.0,0.0,0.0,0.0,122.0,10.0,132.0,0.8754716981132076,,,,,,,,,,,,,,
19766,Downey,0,0,0,2,0,0,0,2,2,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,110939.0,13097.0,72.0,200.0,3762.0,8080.0,83493.0,2235.0,97842.0,0.118055868540369,,,0.0339105274069533,0.0728328180351364,0.7526027817088671,0.0201462064738279,0.881944131459631,,,,,,,
19990,Duarte,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,22184.0,5212.0,28.0,152.0,887.0,3961.0,10958.0,986.0,16972.0,0.2349441038586368,,,0.0399837720879913,0.1785521096285611,0.4939596105301118,,0.7650558961413632,,,,,,,
20018,Dublin,0,2,0,1,0,0,1,4,3,0.0,50.0,0.0,25.0,0.0,0.0,25.0,75.0,70803.0,16852.0,222.0,241.0,2873.0,38963.0,7422.0,4230.0,53951.0,0.2380125135940567,,,0.0405773766648305,0.5503015408951598,0.1048260666920893,0.0597432312190161,0.7619874864059433,,,,,,,
20228,Dunnigan,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,537.0,292.0,0.0,0.0,0.0,0.0,214.0,31.0,245.0,,,,,,,,0.4562383612662942,,,,,,,
20270,Durham,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,5340.0,4767.0,15.0,45.0,0.0,0.0,344.0,169.0,573.0,0.8926966292134831,,,,,,,,,,,,,,
20438,Earlimart,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,7214.0,76.0,13.0,0.0,25.0,688.0,6412.0,0.0,7138.0,,,,,,0.8888272802883282,,0.9894649293041308,,,,,,,
20515,East Bakersfield,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,11062.0,1412.0,0.0,0.0,387.0,79.0,9147.0,37.0,9650.0,,,,,,0.8268848309528114,,0.872355812692099,,,,,,,
20574,Eastern Goleta Valley,0,0,1,2,0,0,1,4,3,0.0,0.0,25.0,50.0,0.0,0.0,25.0,75.0,28295.0,17848.0,19.0,0.0,397.0,1370.0,7367.0,1294.0,10447.0,0.630782823820463,,,,0.0484184484891323,0.2603640219119986,0.0457324615656476,0.369217176179537,,,,,,,
20697,East Hemet,1,0,0,1,0,0,3,5,2,20.0,0.0,0.0,20.0,0.0,0.0,60.0,40.0,20257.0,7175.0,77.0,52.0,598.0,356.0,11097.0,902.0,13082.0,0.3541985486498494,,,0.0295206595251024,,0.5478106333613072,,0.6458014513501505,31.060606060606062,0.0,0.0,0.21552371511820012,0.0,0.0,0.3656423584569128
20802,East Los Angeles,0,0,0,18,0,1,1,20,19,0.0,0.0,0.0,90.0,0.0,5.0,5.0,95.0,111647.0,2428.0,149.0,28.0,523.0,1409.0,106643.0,467.0,109219.0,0.0217471136707658,,,,0.012620133098068,0.955180166059097,,0.978252886329234,0.0,0.0,0.0,0.40981592790900484,0.0,5.19914346895075,0.42238072130307
20903,East Niles,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,28532.0,3276.0,111.0,6.0,1434.0,147.0,23017.0,541.0,25256.0,0.1148184494602551,,,,,0.8067082573952054,,0.8851815505397449,,,,,,,
21188,East Sonora,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2651.0,2371.0,15.0,11.0,0.0,28.0,91.0,135.0,280.0,0.8943794794417201,,,,,,,,,,,,,,
21712,El Cajon,0,2,1,0,0,0,2,5,3,0.0,40.0,20.0,0.0,0.0,0.0,40.0,60.0,104449.0,54194.0,233.0,862.0,6019.0,5576.0,30244.0,7321.0,50255.0,0.5188560924470316,,0.0082528315254334,0.0576262099206311,0.0533849055519918,0.2895575831266934,0.0700916236632232,0.4811439075529684,0.0,9.719153515064562,4.501910616381459,0.0,0.0,0.0,1.61757039100587
21782,El Centro,0,0,0,5,0,1,0,6,6,0.0,0.0,0.0,83.33333333333334,0.0,16.666666666666664,0.0,100.0,44240.0,3589.0,43.0,40.0,1322.0,430.0,38336.0,480.0,40651.0,0.081125678119349,,,0.029882459312839,0.0097197106690777,0.8665461121157324,,0.918874321880651,0.0,0.0,0.0,20.0,0.0,20.0,20.0
22020,Elk Grove,0,0,1,2,0,1,1,5,4,0.0,0.0,20.0,40.0,0.0,20.0,20.0,80.0,179155.0,54423.0,332.0,2346.0,18571.0,55538.0,32138.0,15807.0,124732.0,0.3037760598364544,,0.0130948061734252,0.1036588429013982,0.3099997209120594,0.179386564706539,0.0882308615444726,0.6962239401635455,0.0,0.0,2.9305368585428897,3.386831787914619,0.0,3.4429683051812487,1.7452778757656418
22230,El Monte,0,2,1,3,0,1,0,7,7,0.0,28.57142857142857,14.285714285714285,42.857142857142854,0.0,14.285714285714285,0.0,100.0,106109.0,3457.0,448.0,175.0,583.0,29024.0,71253.0,1169.0,102652.0,0.032579705774251,,,,0.2735300492889387,0.6715076006747778,0.011016973112554,0.967420294225749,0.0,20.0,20.0,20.0,0.0,20.0,20.0
22300,El Paso de Robles (Paso Robles),0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,31446.0,17129.0,101.0,7.0,101.0,914.0,11534.0,1660.0,14317.0,0.5447115690389874,,,,0.0290656999300387,0.3667875087451504,0.052788907969217,0.4552884309610125,,,,,,,
22457,El Sobrante,0,0,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,13129.0,5133.0,0.0,0.0,440.0,2196.0,4724.0,636.0,7996.0,0.3909665625714068,,,,0.1672633102292634,0.359814151877523,,0.6090334374285932,,,,,,,
22678,Encinitas,0,0,0,0,0,1,1,2,1,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,61480.0,45039.0,109.0,70.0,259.0,2612.0,10092.0,3299.0,16441.0,0.7325797007156799,,,,0.0424853610930383,0.1641509433962264,0.0536597267404033,0.2674202992843201,,,,,,,
22804,Escondido,0,0,0,2,0,1,4,7,3,0.0,0.0,0.0,28.57142857142857,0.0,14.285714285714285,57.14285714285714,42.857142857142854,149668.0,49059.0,254.0,295.0,3498.0,11840.0,78292.0,6430.0,100609.0,0.3277854985701686,,,0.0233717294278002,0.0791084266509875,0.523104471229655,0.0429617553518454,0.6722145014298314,0.0,0.0,0.0,0.3133078730904818,0.0,1.9074261275272162,0.3657152938603902
23042,Eureka,0,0,0,1,0,0,4,5,1,0.0,0.0,0.0,20.0,0.0,0.0,80.0,20.0,26010.0,16680.0,446.0,215.0,516.0,1432.0,4126.0,2595.0,9330.0,0.6412918108419838,0.0171472510572856,,,0.0550557477893118,0.1586312956555171,0.0997693194925028,0.3587081891580161,0.0,0.0,0.0,1.0106640814348038,0.0,0.0,0.44694533762057875
23182,Fairfield,0,0,2,2,0,2,0,6,6,0.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,100.0,120785.0,31939.0,208.0,1217.0,17126.0,21565.0,39556.0,9174.0,88846.0,0.2644285300327027,,0.0100757544397069,0.1417891294448814,0.1785403816699093,0.3274909963985594,0.0759531398766403,0.7355714699672973,0.0,0.0,20.0,20.0,0.0,20.0,20.0
23294,Fair Oaks,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,32799.0,23309.0,68.0,0.0,566.0,1614.0,4711.0,2531.0,9490.0,0.7106619104240983,,,0.0172566236775511,0.0492088173419921,0.1436324278179212,0.077166986798378,0.2893380895759017,,,,,,,
23350,Fairview,0,0,0,1,1,0,0,2,2,0.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0,10745.0,3123.0,42.0,29.0,1286.0,2279.0,2966.0,1020.0,7622.0,0.2906468124709167,,,0.1196835737552349,0.2120986505351326,0.2760353652861796,0.0949278734295021,0.7093531875290833,,,,,,,
23462,Fallbrook,0,0,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,32112.0,11627.0,121.0,40.0,1069.0,981.0,17049.0,1225.0,20485.0,0.3620764823119083,,,,,0.530923019431988,0.0381477329347284,0.6379235176880916,,,,,,,
23616,Farmersville,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,10397.0,1035.0,27.0,0.0,0.0,15.0,9235.0,85.0,9362.0,,,,,,0.8882369914398384,,0.9004520534769646,,,,,,,
24092,Fillmore,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,16816.0,4031.0,0.0,0.0,80.0,186.0,11955.0,564.0,12785.0,0.2397121788772597,,,,,0.710930066603235,,0.7602878211227403,,,,,,,
24477,Florence-Graham,0,0,2,4,0,0,0,6,6,0.0,0.0,33.33333333333333,66.66666666666666,0.0,0.0,0.0,100.0,60690.0,408.0,55.0,27.0,2658.0,83.0,57315.0,144.0,60282.0,,,,0.0437963420662382,,0.944389520514088,,0.9932773109243698,0.0,0.0,20.0,20.0,0.0,0.0,20.0
24498,Florin,0,0,1,0,0,0,0,1,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,50211.0,6902.0,67.0,1961.0,5055.0,17599.0,15310.0,3317.0,43309.0,0.137459919141224,,0.0390551871103941,0.1006751508633566,0.3505008862599829,0.3049132660174065,0.0660612216446595,0.862540080858776,,,,,,,
24638,Folsom,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,83916.0,45477.0,188.0,110.0,4446.0,16696.0,11654.0,5345.0,38439.0,0.5419347919347919,,,0.0529815529815529,0.1989608656275323,0.1388769722103055,0.0636946470279803,0.458065208065208,,,,,,,
24680,Fontana,0,0,2,10,0,2,4,18,14,0.0,0.0,11.11111111111111,55.55555555555556,0.0,11.11111111111111,22.22222222222222,77.77777777777779,214169.0,27762.0,434.0,375.0,16320.0,17487.0,144733.0,7058.0,186407.0,0.1296266032899252,,,0.0762015044194071,0.0816504722905742,0.6757887462704687,0.0329552829774617,0.8703733967100747,0.0,0.0,0.8505514705882353,0.4795381841045235,0.0,1.9667044488523664,0.5212626135284619
24764,Ford City,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,4162.0,1860.0,28.0,7.0,0.0,19.0,2248.0,0.0,2302.0,0.446900528592023,,,,,0.5401249399327247,,0.5530994714079769,,,,,,,
24834,Foresthill,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1483.0,503.0,46.0,0.0,0.0,0.0,745.0,189.0,980.0,0.3391773432231962,,,,,,,,,,,,,,
25380,Fountain Valley,0,0,0,1,0,0,1,2,1,0.0,0.0,0.0,50.0,0.0,0.0,50.0,50.0,56258.0,21162.0,60.0,592.0,875.0,20654.0,9700.0,3215.0,35096.0,0.3761598350456824,,,,0.3671300081766149,0.1724199224999111,0.0571474279213622,0.6238401649543176,,,,,,,
26000,Fremont,0,2,2,1,0,0,4,9,5,0.0,22.22222222222222,22.22222222222222,11.11111111111111,0.0,0.0,44.44444444444444,55.55555555555556,228295.0,35791.0,351.0,1017.0,6421.0,145362.0,29954.0,9399.0,192504.0,0.15677522503778,0.0015374843951904,,0.0281258897479138,0.6367287938851048,0.131207428984428,0.0411704154712104,0.8432247749622199,0.0,0.1231098911682558,2.787026942843794,0.29871636509314287,0.0,0.0,0.23240426172962642
26067,French Valley,0,0,1,0,0,0,0,1,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,45269.0,16947.0,198.0,32.0,3130.0,5970.0,14227.0,4765.0,28322.0,0.3743621462811195,,,0.0691422386180388,0.1318783273321699,0.3142768782168813,0.1052596699728291,0.6256378537188805,,,,,,,
27000,Fresno,0,3,4,30,0,1,9,47,38,0.0,6.382978723404255,8.51063829787234,63.829787234042556,0.0,2.127659574468085,19.148936170212767,80.85106382978722,545970.0,129967.0,2265.0,852.0,35606.0,77355.0,277910.0,22015.0,416003.0,0.2380478780885396,0.0041485795922852,0.0015605253035881,0.0652160375112185,0.1416836089895049,0.5090206421598257,0.0403227283550378,0.7619521219114603,0.0,0.5600456768577768,1.6222858819050472,1.5588619816967124,0.0,0.6559517500693971,1.319099995806654
27130,Fruitridge Pocket,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,6095.0,861.0,16.0,42.0,1211.0,971.0,2719.0,275.0,5234.0,0.1412633305988515,,,0.1986874487284659,0.1593109105824446,0.4461033634126333,,0.8587366694011485,,,,,,,
27190,Fuller Acres,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,619.0,56.0,0.0,0.0,0.0,0.0,552.0,11.0,563.0,,,,,,0.8917609046849758,,0.9095315024232632,,,,,,,
28000,Fullerton,0,0,1,8,0,0,3,12,9,0.0,0.0,8.333333333333332,66.66666666666666,0.0,0.0,25.0,75.0,140968.0,41468.0,139.0,232.0,2511.0,34646.0,56779.0,5193.0,99500.0,0.2941660518699279,,,0.0178125532035639,0.2457720901197435,0.402779354179672,0.0368381476647182,0.705833948130072,0.0,0.0,5.504845347139255,1.9475745140515568,0.0,0.0,1.2502914572864323
28168,Gardena,0,0,4,2,0,0,0,6,6,0.0,0.0,66.66666666666666,33.33333333333333,0.0,0.0,0.0,100.0,59422.0,4389.0,134.0,52.0,10250.0,15206.0,26412.0,2979.0,55033.0,0.0738615327656423,,,0.1724950355087341,0.2558984887752011,0.4444818417421157,0.0501329473932213,0.9261384672343576,0.0,0.0,20.0,20.0,0.0,0.0,20.0
28182,Garden Acres,0,0,0,0,0,0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,10667.0,1263.0,30.0,0.0,127.0,248.0,8893.0,106.0,9404.0,0.1184025499203149,,,,,0.8336926971032155,,0.881597450079685,,,,,,,
29000,Garden Grove,0,0,0,1,0,2,3,6,3,0.0,0.0,0.0,16.666666666666664,0.0,33.33333333333333,50.0,50.0,170964.0,27118.0,196.0,530.0,1730.0,73009.0,63495.0,4886.0,143846.0,0.1586181886245057,,,0.0101190893989377,0.4270431201890456,0.3713939776795115,0.0285791160712196,0.8413818113754943,0.0,0.0,0.0,0.14236291571514817,0.0,3.700095510983763,0.18852105724177246
29504,Gilroy,0,0,0,3,0,0,1,4,3,0.0,0.0,0.0,75.0,0.0,0.0,25.0,75.0,59004.0,14328.0,17.0,302.0,1060.0,5470.0,34782.0,3045.0,44676.0,0.2428309945088468,,,,0.0927055792827604,0.5894854586129754,0.0516066707341875,0.7571690054911532,,,,,,,
30000,Glendale,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,190748.0,119810.0,87.0,200.0,2584.0,24369.0,34620.0,9078.0,70938.0,0.6281061924633548,,,0.0135466689034747,0.1277549436953467,0.1814960052005787,0.0475915868056283,0.3718938075366452,,,,,,,
30014,Glendora,0,0,1,0,0,0,1,2,1,0.0,0.0,50.0,0.0,0.0,0.0,50.0,50.0,50926.0,20433.0,65.0,16.0,1450.0,6069.0,20202.0,2691.0,30493.0,0.4012292345756588,,,0.0284726858579114,0.1191729175666653,0.3966932411734674,0.0528413776852688,0.5987707654243412,,,,,,,
30282,Golden Hills,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,9891.0,6149.0,0.0,19.0,0.0,157.0,2998.0,568.0,3742.0,0.6216762713578,,,,,0.3031038317662521,,0.3783237286422,,,,,,,
30410,Good Hope,0,0,0,1,0,1,0,2,2,0.0,0.0,0.0,50.0,0.0,50.0,0.0,100.0,8816.0,686.0,64.0,0.0,155.0,38.0,7751.0,122.0,8130.0,0.0778130671506352,,,,,0.8791969147005445,,0.9221869328493648,,,,,,,
30658,Grand Terrace,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,13078.0,4489.0,22.0,161.0,536.0,673.0,6713.0,484.0,8589.0,0.3432482030891574,,,,0.0514604679614619,0.5133047866646276,0.037008716929194,0.6567517969108426,,,,,,,
30938,Greenacres,0,0,1,0,0,0,0,1,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,4906.0,2510.0,0.0,0.0,29.0,33.0,1881.0,453.0,2396.0,0.5116184264166327,,,,,0.3834080717488789,,0.4883815735833673,,,,,,,
