PLACEFP,NAME,native_incidents,asian_incidents,black_incidents,hispanic_incidents,pi_incidents,unknown_incidents,white_incidents,total_incidents,poc_incidents,native_incidents_pct,asian_incidents_pct,black_incidents_pct,hispanic_incidents_pct,pi_incidents_pct,unknown_incidents_pct,white_incidents_pct,poc_incidents_pct,total_pop,white_pop,native_pop,pi_pop,black_pop,asian_pop,hispanic_pop,unknown_pop,poc_pop,white_pop_pct,native_pop_pct,pi_pop_pct,black_pop_pct,asian_pop_pct,hispanic_pop_pct,unknown_pop_pct,poc_pop_pct,native_likelihood_vs_white,asian_likelihood_vs_white,black_likelihood_vs_white,hispanic_likelihood_vs_white,pi_likelihood_vs_white,unknown_likelihood_vs_white,poc_likelihood_vs_white
30987,Greenfield,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,3939.0,454.0,0.0,0.0,231.0,32.0,3125.0,97.0,3485.0,,,,,,0.7933485656257934,,0.8847423203858847,,,,,,,
31260,Gridley,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,7330.0,3466.0,115.0,0.0,0.0,87.0,3406.0,256.0,3864.0,0.4728512960436562,,,,,0.4646657571623465,,0.5271487039563438,,,,,,,
31372,Groveland,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,490.0,438.0,7.0,0.0,0.0,0.0,7.0,38.0,52.0,0.8938775510204081,,,,,,,,,,,,,,
31393,Grover Beach,0,0,0,0,0,0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,12604.0,6773.0,0.0,64.0,174.0,370.0,4801.0,422.0,5831.0,0.5373690891780387,,,,,0.3809108219612821,,0.4626309108219613,,,,,,,
31414,Guadalupe,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,8566.0,609.0,0.0,0.0,0.0,136.0,7694.0,127.0,7957.0,0.0710950268503385,,,,,0.8982021947233247,,0.9289049731496616,,,,,,,
31470,Guerneville,0,0,0,0,0,2,1,3,2,0.0,0.0,0.0,0.0,0.0,66.66666666666666,33.33333333333333,66.66666666666666,4100.0,2970.0,14.0,0.0,6.0,56.0,732.0,322.0,1130.0,0.724390243902439,,,,,0.1785365853658536,,0.275609756097561,,,,,,,
31596,Hacienda Heights,0,0,0,1,0,0,2,3,1,0.0,0.0,0.0,33.33333333333333,0.0,0.0,66.66666666666666,33.33333333333333,54291.0,5985.0,66.0,166.0,539.0,22856.0,23739.0,940.0,48306.0,0.1102392661767143,,,,0.4209905877585603,0.4372547936122009,,0.8897607338232856,,,,,,,
31708,Half Moon Bay,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,11391.0,6655.0,0.0,0.0,56.0,685.0,3265.0,730.0,4736.0,0.5842331665349838,,,,,0.2866297954525502,,0.4157668334650162,,,,,,,
31960,Hanford,0,0,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,59754.0,20752.0,239.0,67.0,3344.0,2322.0,30723.0,2307.0,39002.0,0.3472905579542792,,,0.0559627807343441,0.0388593232252234,0.5141580479967868,0.0386082940054222,0.6527094420457208,,,,,,,
32036,Happy Valley,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,5944.0,3510.0,131.0,0.0,0.0,575.0,1010.0,718.0,2434.0,0.5905114401076716,,,,,,,0.4094885598923284,,,,,,,
32044,Harbison Canyon,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,4328.0,3103.0,9.0,0.0,7.0,25.0,845.0,339.0,1225.0,0.7169593345656192,,,,,0.1952402957486136,,0.2830406654343808,,,,,,,
32340,Hartley,0,0,1,0,0,0,0,1,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,2431.0,1484.0,0.0,0.0,78.0,0.0,629.0,240.0,947.0,0.6104483751542575,,,,,,,,,,,,,,
32506,Hawaiian Gardens,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,13691.0,916.0,114.0,18.0,526.0,1705.0,10351.0,61.0,12775.0,,,,,0.1245343656416624,0.7560441165729311,,0.933094733766708,,,,,,,
32548,Hawthorne,0,0,1,1,0,0,0,2,2,0.0,0.0,50.0,50.0,0.0,0.0,0.0,100.0,85191.0,7806.0,205.0,573.0,21099.0,6154.0,46605.0,2749.0,77385.0,0.0916293974715639,,,0.2476670070782125,0.0722376776889577,0.5470648307919851,0.0322686668779565,0.9083706025284362,,,,,,,
33000,Hayward,0,1,3,4,0,0,2,10,8,0.0,10.0,30.0,40.0,0.0,0.0,20.0,80.0,158801.0,20181.0,332.0,4409.0,12032.0,47633.0,65526.0,8688.0,138620.0,0.1270835825970869,,0.0277643087889874,0.0757677848376269,0.2999540305161806,0.4126296433901549,0.0547099829346162,0.872916417402913,0.0,0.2118384313396175,2.5159158909574466,0.6159692335866678,0.0,0.0,0.5823402106478142
33056,Healdsburg,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,11243.0,6584.0,0.0,9.0,0.0,213.0,4042.0,395.0,4659.0,0.585608823267811,,,,,0.3595125856088232,,0.4143911767321889,,,,,,,
33182,Hemet,0,0,0,5,0,3,3,11,8,0.0,0.0,0.0,45.45454545454545,0.0,27.27272727272727,27.27272727272727,72.72727272727273,91326.0,29901.0,707.0,115.0,8992.0,3114.0,43992.0,4505.0,61425.0,0.3274095000328493,,,0.0984604603289315,0.0340976282767229,0.481702910452664,0.049328778223069,0.6725904999671507,0.0,0.0,0.0,1.1328196035642843,0.0,6.637291897891231,1.298103378103378
33434,Hesperia,0,0,0,4,0,2,5,11,6,0.0,0.0,0.0,36.36363636363637,0.0,18.181818181818183,45.45454545454545,54.54545454545454,100775.0,27048.0,83.0,159.0,5549.0,1519.0,63169.0,3248.0,73727.0,0.2683999007690399,,,0.0550632597370379,0.0150731828330439,0.6268320516000992,0.0322302158273381,0.73160009923096,0.0,0.0,0.0,0.34254776868400644,0.0,3.331034482758621,0.4402403461418476
33574,Highgrove,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,8366.0,1553.0,0.0,0.0,829.0,894.0,4768.0,322.0,6813.0,0.185632321300502,,,,0.1068611044704757,0.569925890509204,,0.814367678699498,,,,,,,
33588,Highland,0,0,1,3,0,0,1,5,4,0.0,0.0,20.0,60.0,0.0,0.0,20.0,80.0,56675.0,13738.0,44.0,133.0,3141.0,4932.0,32406.0,2281.0,42937.0,0.242399647110719,,,0.0554212615791795,0.087022496691663,0.5717865019850022,0.0402470224966916,0.757600352889281,0.0,0.0,4.373766316459727,1.2718015182373634,0.0,0.0,1.2798285860679601
33689,Hillcrest,0,0,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,10511.0,1490.0,49.0,12.0,238.0,0.0,8530.0,192.0,9021.0,,,,,,0.8115307772809438,,0.8582437446484635,,,,,,,
34281,Home Garden,0,0,1,0,0,0,0,1,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,1806.0,109.0,0.0,0.0,215.0,30.0,1321.0,131.0,1697.0,,,,,,0.7314507198228128,,0.9396456256921372,,,,,,,
34316,Homeland,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,7584.0,2354.0,0.0,0.0,33.0,53.0,5061.0,83.0,5230.0,0.3103902953586498,,,,,0.6673259493670886,,0.6896097046413502,,,,,,,
34540,Hoopa,1,0,0,0,0,0,0,1,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2233.0,158.0,1563.0,0.0,0.0,139.0,105.0,268.0,2075.0,0.070756829377519,0.6999552171965965,,,,,,0.929243170622481,,,,,,,
34904,Hughson,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,7648.0,3596.0,17.0,51.0,193.0,17.0,3589.0,185.0,4052.0,0.4701882845188284,,,,,0.4692730125523012,,0.5298117154811716,,,,,,,
36000,Huntington Beach,0,0,0,2,0,1,4,7,3,0.0,0.0,0.0,28.57142857142857,0.0,14.285714285714285,57.14285714285714,42.857142857142854,195240.0,115273.0,523.0,708.0,2545.0,25320.0,36769.0,14102.0,79967.0,0.5904169227617292,,,0.0130352386805982,0.1296865396435156,0.1883271870518336,0.0722290514238885,0.4095830772382708,0.0,0.0,0.0,1.5675297125295766,0.0,2.0435576513969647,1.081130341265772
36056,Huntington Park,0,0,2,2,0,1,0,5,5,0.0,0.0,40.0,40.0,0.0,20.0,0.0,100.0,53108.0,877.0,20.0,54.0,401.0,288.0,51357.0,111.0,52231.0,0.0165135196203961,,,,,0.9670294494238156,,0.9834864803796038,0.0,0.0,20.0,20.0,0.0,20.0,20.0
36084,Huron,0,0,0,2,0,0,0,2,2,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,6519.0,19.0,0.0,0.0,26.0,0.0,6474.0,0.0,6500.0,,,,,,0.9930971007823286,,0.9970854425525388,,,,,,,
36252,Igo,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,90.0,67.0,0.0,0.0,0.0,0.0,3.0,20.0,23.0,0.7444444444444445,,,,,,,,,,,,,,
36280,Imperial,0,0,1,0,0,0,0,1,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,21430.0,2250.0,17.0,0.0,117.0,618.0,18293.0,135.0,19180.0,0.1049930004666355,,,,,0.8536164255716285,,0.8950069995333645,,,,,,,
36434,Indian Wells,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,4871.0,4270.0,0.0,0.0,143.0,83.0,242.0,133.0,601.0,0.8766167111476083,,,,,,,,,,,,,,
36448,Indio,0,0,1,8,0,0,0,9,9,0.0,0.0,11.11111111111111,88.88888888888889,0.0,0.0,0.0,100.0,91950.0,21465.0,273.0,238.0,1904.0,2421.0,64042.0,1607.0,70485.0,0.233442088091354,,,0.0207069059271343,0.0263295269168026,0.6964872213159325,0.0174768896139206,0.766557911908646,0.0,0.0,20.0,20.0,0.0,0.0,20.0
36490,Industry,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,210.0,66.0,1.0,0.0,10.0,37.0,96.0,0.0,144.0,,,,,,,,,,,,,,,
36546,Inglewood,0,0,8,4,0,0,0,12,12,0.0,0.0,66.66666666666666,33.33333333333333,0.0,0.0,0.0,100.0,104569.0,6222.0,123.0,145.0,40277.0,2482.0,50769.0,4551.0,98347.0,0.0595013818626935,,,0.3851715135460796,0.0237355239124405,0.4855071770792491,0.0435215025485564,0.9404986181373064,0.0,0.0,20.0,20.0,0.0,0.0,20.0
36770,Irvine,0,1,0,1,0,0,1,3,2,0.0,33.33333333333333,0.0,33.33333333333333,0.0,0.0,33.33333333333333,66.66666666666666,311690.0,106877.0,294.0,1318.0,5970.0,139049.0,35637.0,22545.0,204813.0,0.3428951843177516,,,0.0191536462510828,0.4461131252205717,0.11433475568674,0.0723314832044659,0.6571048156822484,,,,,,,
36826,Irwindale,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1377.0,45.0,0.0,7.0,0.0,24.0,1289.0,12.0,1332.0,,,,,,0.9360929557007988,,0.9673202614379084,,,,,,,
36910,Ivanhoe,0,0,0,2,0,0,0,2,2,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,4629.0,389.0,77.0,0.0,0.0,0.0,4163.0,0.0,4240.0,,,,,,0.8993303089220134,,0.9159645711816808,,,,,,,
37106,Jamestown,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,3265.0,2272.0,30.0,31.0,160.0,0.0,679.0,93.0,993.0,0.695865237366003,,,,,0.2079632465543644,,0.3041347626339969,,,,,,,
37554,Joshua Tree,0,0,0,1,0,0,2,3,1,0.0,0.0,0.0,33.33333333333333,0.0,0.0,66.66666666666666,33.33333333333333,6234.0,3883.0,50.0,33.0,135.0,130.0,1535.0,468.0,2351.0,0.622874558870709,,,,,0.2462303496952197,,0.377125441129291,,,,,,,
37692,Jurupa Valley,1,0,0,5,0,3,1,10,9,10.0,0.0,0.0,50.0,0.0,30.0,10.0,90.0,107011.0,17720.0,95.0,156.0,4361.0,5826.0,77073.0,1780.0,89291.0,0.1655904533178832,,,0.0407528198035715,0.0544430011867938,0.7202343684294138,0.0166338040014577,0.8344095466821168,186.5263157894737,0.0,0.0,1.149559508517899,0.0,29.865168539325847,1.7860702646403335
38044,Kelseyville,0,0,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,4011.0,1402.0,8.0,0.0,41.0,0.0,2547.0,13.0,2609.0,0.3495387683869359,,,,,0.6350037397157816,,0.6504612316130641,,,,,,,
38114,Kentfield,0,1,0,0,0,0,0,1,1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,6900.0,5503.0,5.0,0.0,55.0,356.0,557.0,424.0,1397.0,0.797536231884058,,,,,,,0.202463768115942,,,,,,,
38520,King City,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,13604.0,940.0,38.0,0.0,16.0,508.0,12017.0,85.0,12664.0,,,,,,0.8833431343722434,,0.9309026756836224,,,,,,,
38772,Knightsen,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,2264.0,1241.0,0.0,0.0,0.0,15.0,864.0,144.0,1023.0,0.5481448763250883,,,,,,,0.4518551236749116,,,,,,,
39052,La Cresta,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,8389.0,1756.0,161.0,8.0,361.0,107.0,5873.0,123.0,6633.0,0.2093217308380021,,,,,0.7000834426034093,,0.7906782691619979,,,,,,,
39108,Ladera Heights,0,0,1,0,0,0,0,1,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,7334.0,1268.0,63.0,0.0,4038.0,275.0,974.0,716.0,6066.0,0.1728933733296973,,,0.550586310335424,,,,0.8271066266703027,,,,,,,
39220,Laguna Hills,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,30740.0,16216.0,30.0,47.0,289.0,4925.0,7071.0,2162.0,14524.0,0.5275211450878334,,,,0.1602147039687703,0.2300260247234873,0.0703318152244632,0.4724788549121665,,,,,,,
39248,Laguna Niguel,0,0,0,0,0,0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,64139.0,41693.0,42.0,71.0,694.0,7241.0,9422.0,4976.0,22446.0,0.6500413165156925,,,,0.112895430237453,0.1468997022092642,0.0775815026738801,0.3499586834843075,,,,,,,
39259,Laguna Woods,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,17289.0,11658.0,69.0,32.0,106.0,3949.0,1028.0,447.0,5631.0,0.6743015790386951,,,,0.2284111284631846,0.0594597721094337,,0.3256984209613048,,,,,,,
39290,La Habra,0,1,0,1,0,0,1,3,2,0.0,33.33333333333333,0.0,33.33333333333333,0.0,0.0,33.33333333333333,66.66666666666666,61970.0,13784.0,32.0,61.0,1251.0,8451.0,36689.0,1702.0,48186.0,0.2224302081652412,,,0.0201871873487171,0.1363724382765854,0.5920445376795224,0.0274649023721155,0.7775697918347587,,,,,,,
39444,Lake Arrowhead,0,0,0,0,1,0,0,1,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,10639.0,6794.0,57.0,70.0,161.0,322.0,2811.0,424.0,3845.0,0.6385938528057148,,,,,0.2642165617069273,,0.3614061471942851,,,,,,,
39486,Lake Elsinore,0,1,0,2,0,2,0,5,5,0.0,20.0,0.0,40.0,0.0,40.0,0.0,100.0,72461.0,21749.0,70.0,45.0,4527.0,5365.0,37380.0,3325.0,50712.0,0.3001476656408274,,,0.062474986544486,0.0740398283214418,0.5158637059935689,0.0458867528739597,0.6998523343591725,0.0,20.0,0.0,20.0,0.0,20.0,20.0
39496,Lake Forest,0,1,0,0,0,0,1,2,1,0.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,86281.0,38065.0,128.0,373.0,2086.0,16970.0,23253.0,5406.0,48216.0,0.4411747661709994,,,0.0241768176075845,0.1966829313522096,0.2695031351050637,0.062655741124929,0.5588252338290006,,,,,,,
39514,Lakehead,0,0,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,577.0,475.0,0.0,0.0,3.0,4.0,72.0,23.0,102.0,0.8232235701906413,,,,,,,,,,,,,,
39570,Lake Isabella,0,0,0,1,0,0,1,2,1,0.0,0.0,0.0,50.0,0.0,0.0,50.0,50.0,4059.0,3027.0,45.0,0.0,25.0,17.0,628.0,317.0,1032.0,0.745750184774575,,,,,,,0.254249815225425,,,,,,,
39612,Lake Los Angeles,0,0,0,1,0,0,1,2,1,0.0,0.0,0.0,50.0,0.0,0.0,50.0,50.0,13051.0,2590.0,14.0,0.0,746.0,238.0,8888.0,575.0,10461.0,0.1984522258830741,,,,,0.6810206114473987,,0.8015477741169259,,,,,,,
39645,Lake Mathews,0,0,1,0,0,1,0,2,2,0.0,0.0,50.0,0.0,0.0,50.0,0.0,100.0,6527.0,2397.0,0.0,0.0,692.0,130.0,2982.0,326.0,4130.0,0.3672437567029263,,,,,0.4568714570246667,,0.6327562432970737,,,,,,,
39892,Lakewood,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,79850.0,24277.0,123.0,736.0,5611.0,13589.0,31077.0,4437.0,55573.0,0.3040325610519724,,,0.070269254852849,0.170181590482154,0.3891922354414527,0.0555666875391358,0.6959674389480276,,,,,,,
40004,La Mesa,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,60797.0,30863.0,49.0,91.0,4689.0,3579.0,16961.0,4565.0,29934.0,0.5076401796141257,,,0.0771255160616477,0.0588680362517887,0.2789775811306479,0.0750859417405464,0.4923598203858743,,,,,,,
40032,La Mirada,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,47180.0,12149.0,54.0,47.0,1449.0,10008.0,21726.0,1747.0,35031.0,0.2575031793132683,,,0.0307121661721068,0.2121237812632471,0.4604917337855023,0.0370284018651971,0.7424968206867316,,,,,,,
40130,Lancaster,0,0,2,5,0,0,5,12,7,0.0,0.0,16.666666666666664,41.66666666666667,0.0,0.0,41.66666666666667,58.333333333333336,169169.0,39734.0,273.0,301.0,32313.0,6967.0,81512.0,8069.0,129435.0,0.2348775484870159,,,0.1910101732586939,0.0411836684026033,0.4818376889382806,0.0476978642659116,0.7651224515129841,0.0,0.0,0.491863955683471,0.48746196878987147,0.0,0.0,0.4297724726696798
40326,La Presa,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,34962.0,8206.0,42.0,110.0,3970.0,3258.0,17598.0,1778.0,26756.0,0.2347119729992563,,,0.1135518563011269,0.0931868886219323,0.5033464904753733,0.0508552142325953,0.7652880270007436,,,,,,,
40340,La Puente,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,37142.0,884.0,451.0,0.0,481.0,5082.0,29814.0,430.0,36258.0,0.023800549243444,,,,0.1368262344515642,0.8027031393032147,,0.976199450756556,,,,,,,
40354,La Quinta,0,0,1,0,0,0,1,2,1,0.0,0.0,50.0,0.0,0.0,0.0,50.0,50.0,38707.0,20767.0,117.0,99.0,498.0,1612.0,14179.0,1435.0,17940.0,0.5365179424910222,,,,0.0416462138631255,0.3663161702017722,0.0370733975766657,0.4634820575089777,,,,,,,
40704,Lathrop,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,35052.0,5528.0,121.0,187.0,2411.0,11764.0,12398.0,2643.0,29524.0,0.1577085473011525,,,0.0687835216250142,0.3356156567385598,0.35370306972498,0.0754022595001711,0.8422914526988474,,,,,,,
40956,Lebec,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,797.0,425.0,28.0,0.0,0.0,95.0,237.0,12.0,372.0,0.533249686323714,,,,,,,,,,,,,,
41124,Lemon Grove,0,0,1,2,0,0,0,3,3,0.0,0.0,33.33333333333333,66.66666666666666,0.0,0.0,0.0,100.0,27686.0,7460.0,41.0,84.0,3314.0,2764.0,12576.0,1447.0,20226.0,0.2694502636711695,,,0.1196994871053962,0.0998338510438488,0.4542367983818536,0.0522646825110163,0.7305497363288305,,,,,,,
41152,Lemoore,0,0,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,27102.0,8216.0,78.0,0.0,1550.0,1731.0,14265.0,1262.0,18886.0,0.3031510589624382,,,,0.0638698251051582,0.5263449191941554,0.0465648291638993,0.6968489410375618,,,,,,,
41474,Lincoln,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,52956.0,32935.0,91.0,97.0,1229.0,4249.0,10172.0,4183.0,20021.0,0.6219314147594229,,,0.0232079462195029,0.0802364226905355,0.1920839942593851,0.0789901049928242,0.378068585240577,,,,,,,
41572,Linda,0,0,1,0,0,0,2,3,1,0.0,0.0,33.33333333333333,0.0,0.0,0.0,66.66666666666666,33.33333333333333,23871.0,8716.0,165.0,51.0,845.0,3066.0,8914.0,2114.0,15155.0,0.3651292363118428,,,0.0353986008127016,0.128440366972477,0.3734238196975409,0.0885593397846759,0.6348707636881572,,,,,,,
41992,Livermore,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,85522.0,44884.0,67.0,319.0,1694.0,14581.0,18716.0,5261.0,40638.0,0.5248240218891046,,,0.0198077687612544,0.1704941418582353,0.2188442739879797,0.0615163349781342,0.4751759781108954,,,,,,,
42202,Lodi,0,1,0,1,0,1,1,4,3,0.0,25.0,0.0,25.0,0.0,25.0,25.0,75.0,67607.0,28576.0,193.0,168.0,718.0,6924.0,27907.0,3121.0,39031.0,0.422678125046223,,,,0.1024154303548449,0.4127827000162705,0.0461638587720206,0.577321874953777,,,,,,,
42370,Loma Linda,0,1,0,0,0,0,0,1,1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,25122.0,7159.0,24.0,9.0,1960.0,7097.0,7498.0,1375.0,17963.0,0.2849693495740785,,,0.0780192659820078,0.2825013932011782,0.2984634981291298,0.0547329034312554,0.7150306504259215,,,,,,,
42524,Lompoc,0,0,0,2,0,1,2,5,3,0.0,0.0,0.0,40.0,0.0,20.0,40.0,60.0,43646.0,11500.0,208.0,0.0,1271.0,1588.0,27650.0,1429.0,32146.0,0.2634834807313385,,,0.0291206525225679,0.0363836319479448,0.6335059341062182,0.0327406864317463,0.7365165192686615,0.0,0.0,0.0,0.41591320072332727,0.0,4.023792862141357,0.5366141977228893
43000,Long Beach,0,6,9,18,0,0,7,40,33,0.0,15.0,22.5,45.0,0.0,0.0,17.5,82.5,455548.0,119214.0,1281.0,2584.0,51973.0,58012.0,199561.0,22923.0,336334.0,0.2616936085769227,0.0028119978575254,0.0056722891989428,0.1140889653779623,0.1273455267062966,0.4380679972253198,0.0503196150570302,0.7383063914230773,0.0,1.7614188197515785,2.9491301802309438,1.5361232190372154,0.0,0.0,1.6709843701286733
43224,Los Alamitos,0,0,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,11794.0,4973.0,71.0,30.0,280.0,2022.0,3694.0,724.0,6821.0,0.4216550788536544,,,,0.1714431066644056,0.3132101068339833,0.0613871460064439,0.5783449211463456,,,,,,,
44000,Los Angeles,0,3,48,134,1,2,41,229,188,0.0,1.3100436681222707,20.96069868995633,58.515283842794766,0.43668122270742354,0.8733624454148471,17.903930131004365,82.09606986899564,3857263.0,1082393.0,5695.0,4845.0,311633.0,460422.0,1820397.0,171878.0,2774870.0,0.2806116668736355,0.00147643549325,0.0012560719867947,0.0807912242437189,0.1193649486695618,0.47194007771832,0.0445595750147189,0.7193883331263645,0.0,0.17201499451563576,4.066295305304793,1.9432997977645639,5.44888116992625,0.30719265139567226,1.7886127647201577
44028,Los Banos,0,1,0,2,0,1,0,4,4,0.0,25.0,0.0,50.0,0.0,25.0,0.0,100.0,47593.0,9289.0,84.0,55.0,566.0,1249.0,34940.0,1410.0,38304.0,0.1951757611413443,,,,0.026243355115248,0.7341415754417666,0.0296262055344273,0.8048242388586557,,,,,,,
44182,Los Osos,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,14166.0,10657.0,16.0,8.0,86.0,539.0,2143.0,717.0,3509.0,0.752294225610617,,,,0.0380488493576168,0.1512777071862205,0.0506141465480728,0.247705774389383,,,,,,,
44406,Lucerne,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,3435.0,2356.0,199.0,10.0,114.0,0.0,575.0,181.0,1079.0,0.6858806404657933,,,,,0.1673944687045123,,0.3141193595342067,,,,,,,
44420,Lucerne Valley,0,0,0,0,0,1,1,2,1,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,5957.0,3457.0,106.0,0.0,304.0,170.0,1718.0,202.0,2500.0,0.580325667282189,,,,,,,0.4196743327178109,,,,,,,
44574,Lynwood,0,0,2,3,0,0,0,5,5,0.0,0.0,40.0,60.0,0.0,0.0,0.0,100.0,64578.0,1414.0,21.0,2.0,5447.0,473.0,56651.0,570.0,63164.0,0.0218960017343367,,,0.0843476106413949,,0.877249217999938,,0.9781039982656632,0.0,0.0,20.0,20.0,0.0,0.0,20.0
44910,McKinleyville,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,17113.0,12357.0,386.0,0.0,19.0,419.0,1893.0,2039.0,4756.0,0.7220826272424473,,,,,0.110617659089581,0.119149184830246,0.2779173727575527,,,,,,,
45022,Madera,0,0,0,2,0,0,1,3,2,0.0,0.0,0.0,66.66666666666666,0.0,0.0,33.33333333333333,66.66666666666666,67831.0,8304.0,70.0,119.0,1989.0,885.0,55024.0,1440.0,59527.0,0.1224219014904689,,,0.0293228759711636,0.0130471318423729,0.8111925225929147,0.0212292314723356,0.8775780985095311,,,,,,,
45358,Mammoth Lakes,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,7214.0,4463.0,38.0,0.0,0.0,200.0,2100.0,413.0,2751.0,0.6186581646797893,,,,,0.2911006376490158,0.0572497920709731,0.3813418353202107,,,,,,,
45484,Manteca,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,89043.0,30232.0,227.0,661.0,3536.0,13926.0,36726.0,3735.0,58811.0,0.339521354851027,,,0.0397111507923138,0.1563963478319463,0.4124524106330649,0.0419460260772885,0.6604786451489729,,,,,,,
45778,Marina,0,0,1,0,0,0,2,3,1,0.0,0.0,33.33333333333333,0.0,0.0,0.0,66.66666666666666,33.33333333333333,22563.0,8562.0,53.0,673.0,1731.0,2874.0,6784.0,1886.0,14001.0,0.37947081505119,,,0.0767185214732083,0.1273766786331605,0.30066923724682,0.0835881753312946,0.62052918494881,,,,,,,
